,original_date,update_date,county_city,originating_agency,jurisdictiont_tracking_num,state_tracking_num,emac_federal_ma_num,subject,priority,worked_by,overall_status,assignment_status,assigned_to,original_dt,update_dt,subject_split,subject_std
1352,03/06/202013:32:58,03/21/202017:01:10,KingSeattle,CountryDoctor(submitted byCHS),PH­20203613332,WA­20203613332,,"Mask,Procedure",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-06,2020-03-21,"mask,procedure",Masks
1353,03/17/202011:28:51,03/21/202017:01:10,KingRenton,KaiserPermanente,"PH­202031711993,RR 314KC­202031711993",WA­202031711993,,"Masks , EyeProtection ,gloves ,gown RR 314(Do NotRemove) ­PPE forKaiserPermanente",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-17,2020-03-21,"masks , eyeprotection ,gloves ,gown rr 314(do notremove) ­ppe forkaiserpermanente",Masks
1354,03/11/202013:55:44,03/21/202017:01:09,SnohomishEverett,ProvidenceSnohomishHH,PSJHSnohomishXSM Glove­31020SnoCo­­20203111339,WA­20203111339,,"Gloves,Exam",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-11,2020-03-21,"gloves,exam",Gloves
1355,03/09/202012:10:00,03/21/202017:00:58,KingKirkland,CascadeNaturalMedicine,PH­202031010730PH­202031010730,WA­202031010730,,"Mask, N95 /Gown,Disposable,Medium /DisposableServices",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-09,2020-03-21,"mask, n95",Masks
1355,03/09/202012:10:00,03/21/202017:00:58,KingKirkland,CascadeNaturalMedicine,PH­202031010730PH­202031010730,WA­202031010730,,"Mask, N95 /Gown,Disposable,Medium /DisposableServices",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-09,2020-03-21,"gown,disposable,medium",Gowns
1355,03/09/202012:10:00,03/21/202017:00:58,KingKirkland,CascadeNaturalMedicine,PH­202031010730PH­202031010730,WA­202031010730,,"Mask, N95 /Gown,Disposable,Medium /DisposableServices",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-09,2020-03-21,disposableservices,
1356,03/14/202017:16:38,03/21/202017:00:57,KingSeattle,ProvidenceElderPlace ­Seattle,"PH­202031417152,RR 280KC­202031417152",WA­202031417152,,"goggles,ventsstandard /gown,isolation reg/ gloves,exam L /mask,isolation /gloves,exam M /mask,proceduralwith eyeshield /gloves,exam S /gloves,examXL / gloves,exam XS(Don'tremove: RR280)",IncidentStabilization,County,Assigned,Accepted,Logistics Section,2020-03-14,2020-03-21,"goggles,ventsstandard",Goggles/Glasses
1356,03/14/202017:16:38,03/21/202017:00:57,KingSeattle,ProvidenceElderPlace ­Seattle,"PH­202031417152,RR 280KC­202031417152",WA­202031417152,,"goggles,ventsstandard /gown,isolation reg/ gloves,exam L /mask,isolation /gloves,exam M /mask,proceduralwith eyeshield /gloves,exam S /gloves,examXL / gloves,exam XS(Don'tremove: RR280)",IncidentStabilization,County,Assigned,Accepted,Logistics Section,2020-03-14,2020-03-21,"gown,isolation reg",Gowns
1356,03/14/202017:16:38,03/21/202017:00:57,KingSeattle,ProvidenceElderPlace ­Seattle,"PH­202031417152,RR 280KC­202031417152",WA­202031417152,,"goggles,ventsstandard /gown,isolation reg/ gloves,exam L /mask,isolation /gloves,exam M /mask,proceduralwith eyeshield /gloves,exam S /gloves,examXL / gloves,exam XS(Don'tremove: RR280)",IncidentStabilization,County,Assigned,Accepted,Logistics Section,2020-03-14,2020-03-21,"gloves,exam l",Gloves
1356,03/14/202017:16:38,03/21/202017:00:57,KingSeattle,ProvidenceElderPlace ­Seattle,"PH­202031417152,RR 280KC­202031417152",WA­202031417152,,"goggles,ventsstandard /gown,isolation reg/ gloves,exam L /mask,isolation /gloves,exam M /mask,proceduralwith eyeshield /gloves,exam S /gloves,examXL / gloves,exam XS(Don'tremove: RR280)",IncidentStabilization,County,Assigned,Accepted,Logistics Section,2020-03-14,2020-03-21,"mask,isolation",Masks
1356,03/14/202017:16:38,03/21/202017:00:57,KingSeattle,ProvidenceElderPlace ­Seattle,"PH­202031417152,RR 280KC­202031417152",WA­202031417152,,"goggles,ventsstandard /gown,isolation reg/ gloves,exam L /mask,isolation /gloves,exam M /mask,proceduralwith eyeshield /gloves,exam S /gloves,examXL / gloves,exam XS(Don'tremove: RR280)",IncidentStabilization,County,Assigned,Accepted,Logistics Section,2020-03-14,2020-03-21,"gloves,exam m",Gloves
1356,03/14/202017:16:38,03/21/202017:00:57,KingSeattle,ProvidenceElderPlace ­Seattle,"PH­202031417152,RR 280KC­202031417152",WA­202031417152,,"goggles,ventsstandard /gown,isolation reg/ gloves,exam L /mask,isolation /gloves,exam M /mask,proceduralwith eyeshield /gloves,exam S /gloves,examXL / gloves,exam XS(Don'tremove: RR280)",IncidentStabilization,County,Assigned,Accepted,Logistics Section,2020-03-14,2020-03-21,"mask,proceduralwith eyeshield",Masks
1356,03/14/202017:16:38,03/21/202017:00:57,KingSeattle,ProvidenceElderPlace ­Seattle,"PH­202031417152,RR 280KC­202031417152",WA­202031417152,,"goggles,ventsstandard /gown,isolation reg/ gloves,exam L /mask,isolation /gloves,exam M /mask,proceduralwith eyeshield /gloves,exam S /gloves,examXL / gloves,exam XS(Don'tremove: RR280)",IncidentStabilization,County,Assigned,Accepted,Logistics Section,2020-03-14,2020-03-21,"gloves,exam s",Gloves
1356,03/14/202017:16:38,03/21/202017:00:57,KingSeattle,ProvidenceElderPlace ­Seattle,"PH­202031417152,RR 280KC­202031417152",WA­202031417152,,"goggles,ventsstandard /gown,isolation reg/ gloves,exam L /mask,isolation /gloves,exam M /mask,proceduralwith eyeshield /gloves,exam S /gloves,examXL / gloves,exam XS(Don'tremove: RR280)",IncidentStabilization,County,Assigned,Accepted,Logistics Section,2020-03-14,2020-03-21,"gloves,examxl",Gloves
1356,03/14/202017:16:38,03/21/202017:00:57,KingSeattle,ProvidenceElderPlace ­Seattle,"PH­202031417152,RR 280KC­202031417152",WA­202031417152,,"goggles,ventsstandard /gown,isolation reg/ gloves,exam L /mask,isolation /gloves,exam M /mask,proceduralwith eyeshield /gloves,exam S /gloves,examXL / gloves,exam XS(Don'tremove: RR280)",IncidentStabilization,County,Assigned,Accepted,Logistics Section,2020-03-14,2020-03-21,"gloves,exam xs(don'tremove: rr280)",Gloves
1357,03/05/202005:15:18,03/21/202017:00:57,KingSeattle,TherapeuticHealthServices,PH­202031011960PH­202031011960,WA­202031011960,,"Mask, N95",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-05,2020-03-21,"mask, n95",Masks
1358,03/09/202012:10:25,03/21/202017:00:49,KingBothell,City ofBothell,BOT0107KC­20203912604,WA­20203912604,,"Mask, N95",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-09,2020-03-21,"mask, n95",Masks
1360,03/09/202013:21:01,03/21/202016:55:13,SnohomishEverett,SnohomishHealthDistrict,SnoCo­2020391359,WA­2020391359,,"Staffing,Snohomish,Epi Nurses",IncidentStabilization,County,OnScene,AssignedCancelled,Planning SectionPlanning Section,2020-03-09,2020-03-21,"staffing,snohomish,epi nurses",Staffing
1361,03/06/202011:55:01,03/21/202016:55:06,Walla WallaWalla Walla,EmergencyManagement,306001,WA­20203611212,,"mask,procedure /handsanitizer",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-06,2020-03-21,"mask,procedure",Masks
1361,03/06/202011:55:01,03/21/202016:55:06,Walla WallaWalla Walla,EmergencyManagement,306001,WA­20203611212,,"mask,procedure /handsanitizer",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-06,2020-03-21,handsanitizer,Disinfectant/Sanitizer
1362,03/17/202009:59:12,03/21/202016:55:05,KingAuburn,Joy HouseAFH LLC,WA­20203179428KC­20203179428,WA­20203179428,,"Mask, N95,Large, 48 /Mask,Procedure,Large, 400 /Gown,Disposable,Adult , 40 /HandSanitizer,20oz, 96 /Gloves,Exam, Large,1000",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-17,2020-03-21,"mask, n95,large, 48",Masks
1362,03/17/202009:59:12,03/21/202016:55:05,KingAuburn,Joy HouseAFH LLC,WA­20203179428KC­20203179428,WA­20203179428,,"Mask, N95,Large, 48 /Mask,Procedure,Large, 400 /Gown,Disposable,Adult , 40 /HandSanitizer,20oz, 96 /Gloves,Exam, Large,1000",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-17,2020-03-21,"mask,procedure,large, 400",Masks
1362,03/17/202009:59:12,03/21/202016:55:05,KingAuburn,Joy HouseAFH LLC,WA­20203179428KC­20203179428,WA­20203179428,,"Mask, N95,Large, 48 /Mask,Procedure,Large, 400 /Gown,Disposable,Adult , 40 /HandSanitizer,20oz, 96 /Gloves,Exam, Large,1000",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-17,2020-03-21,"gown,disposable,adult , 40",Gowns
1362,03/17/202009:59:12,03/21/202016:55:05,KingAuburn,Joy HouseAFH LLC,WA­20203179428KC­20203179428,WA­20203179428,,"Mask, N95,Large, 48 /Mask,Procedure,Large, 400 /Gown,Disposable,Adult , 40 /HandSanitizer,20oz, 96 /Gloves,Exam, Large,1000",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-17,2020-03-21,"handsanitizer,20oz, 96",Disinfectant/Sanitizer
1362,03/17/202009:59:12,03/21/202016:55:05,KingAuburn,Joy HouseAFH LLC,WA­20203179428KC­20203179428,WA­20203179428,,"Mask, N95,Large, 48 /Mask,Procedure,Large, 400 /Gown,Disposable,Adult , 40 /HandSanitizer,20oz, 96 /Gloves,Exam, Large,1000",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-17,2020-03-21,"gloves,exam, large,1000",Gloves
1363,03/14/202011:46:24,03/21/202016:55:04,KingSeattle,RecoveryCafe,"PH­202031411127,RR 266KC­202031411127",WA­202031411127,,"Masks, Gowns, Sanitizer ­PPE forRecoveryCafe (Don'tremove: RR266)",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,"masks, gowns, sanitizer ­ppe forrecoverycafe (don'tremove: rr266)",Masks
1364,03/17/202010:31:53,03/21/202016:55:04,KingLake ForestPark,NEMCo LakeForest ParkPolice,WA­202031710417KC­202031710417,WA­202031710417,,HandSanitizer /Wipes,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-17,2020-03-21,handsanitizer,Disinfectant/Sanitizer
1364,03/17/202010:31:53,03/21/202016:55:04,KingLake ForestPark,NEMCo LakeForest ParkPolice,WA­202031710417KC­202031710417,WA­202031710417,,HandSanitizer /Wipes,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-17,2020-03-21,wipes,Disinfectant/Sanitizer
1366,03/11/202010:41:38,03/21/202016:54:52,KingSeattle,VirginiaMason,PH­202031110799PH­202031110799,WA­202031110799,,"Mask, N95,SmallMediumLarge",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-11,2020-03-21,"mask, n95,smallmediumlarge",Masks
1367,03/17/202014:45:19,03/21/202016:54:52,KingAlgona,King CountryFire District#2 (BurienFD),5,WA­202031714707,,"Gowns,disposable,large, /Gowns ­ImperviousGowns",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-17,2020-03-21,"gowns,disposable,large,",Gowns
1367,03/17/202014:45:19,03/21/202016:54:52,KingAlgona,King CountryFire District#2 (BurienFD),5,WA­202031714707,,"Gowns,disposable,large, /Gowns ­ImperviousGowns",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-17,2020-03-21,gowns ­imperviousgowns,Gowns
1368,03/20/202009:47:02,03/21/202016:54:43,Walla WallaWalla Walla,Christian AidCenter,WA­202032096800320001,WA­20203209680,,"Gloves,exam,small, /Gloves,exam,medium, /Gloves,exam, Large,/ Mask, N95,Large, / HandSanitizer, /DisinfectantSpray,Sanitizingwipes, /Wipes,alchol, / PPE",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,"gloves,exam,small,",Gloves
1368,03/20/202009:47:02,03/21/202016:54:43,Walla WallaWalla Walla,Christian AidCenter,WA­202032096800320001,WA­20203209680,,"Gloves,exam,small, /Gloves,exam,medium, /Gloves,exam, Large,/ Mask, N95,Large, / HandSanitizer, /DisinfectantSpray,Sanitizingwipes, /Wipes,alchol, / PPE",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,"gloves,exam,medium,",Gloves
1368,03/20/202009:47:02,03/21/202016:54:43,Walla WallaWalla Walla,Christian AidCenter,WA­202032096800320001,WA­20203209680,,"Gloves,exam,small, /Gloves,exam,medium, /Gloves,exam, Large,/ Mask, N95,Large, / HandSanitizer, /DisinfectantSpray,Sanitizingwipes, /Wipes,alchol, / PPE",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,"gloves,exam, large,",Gloves
1368,03/20/202009:47:02,03/21/202016:54:43,Walla WallaWalla Walla,Christian AidCenter,WA­202032096800320001,WA­20203209680,,"Gloves,exam,small, /Gloves,exam,medium, /Gloves,exam, Large,/ Mask, N95,Large, / HandSanitizer, /DisinfectantSpray,Sanitizingwipes, /Wipes,alchol, / PPE",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,"mask, n95,large,",Masks
1368,03/20/202009:47:02,03/21/202016:54:43,Walla WallaWalla Walla,Christian AidCenter,WA­202032096800320001,WA­20203209680,,"Gloves,exam,small, /Gloves,exam,medium, /Gloves,exam, Large,/ Mask, N95,Large, / HandSanitizer, /DisinfectantSpray,Sanitizingwipes, /Wipes,alchol, / PPE",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,"handsanitizer,",Disinfectant/Sanitizer
1368,03/20/202009:47:02,03/21/202016:54:43,Walla WallaWalla Walla,Christian AidCenter,WA­202032096800320001,WA­20203209680,,"Gloves,exam,small, /Gloves,exam,medium, /Gloves,exam, Large,/ Mask, N95,Large, / HandSanitizer, /DisinfectantSpray,Sanitizingwipes, /Wipes,alchol, / PPE",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,"disinfectantspray,sanitizingwipes,",Disinfectant/Sanitizer
1368,03/20/202009:47:02,03/21/202016:54:43,Walla WallaWalla Walla,Christian AidCenter,WA­202032096800320001,WA­20203209680,,"Gloves,exam,small, /Gloves,exam,medium, /Gloves,exam, Large,/ Mask, N95,Large, / HandSanitizer, /DisinfectantSpray,Sanitizingwipes, /Wipes,alchol, / PPE",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,"wipes,alchol,",Disinfectant/Sanitizer
1368,03/20/202009:47:02,03/21/202016:54:43,Walla WallaWalla Walla,Christian AidCenter,WA­202032096800320001,WA­20203209680,,"Gloves,exam,small, /Gloves,exam,medium, /Gloves,exam, Large,/ Mask, N95,Large, / HandSanitizer, /DisinfectantSpray,Sanitizingwipes, /Wipes,alchol, / PPE",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,ppe,PPE
1369,03/11/202015:46:41,03/21/202016:54:43,KingSeattle,KCCF,PH­202031115764PH­202031115764,WA­202031115764,,"Mask, N95 /Gown,Disposable",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-11,2020-03-21,"mask, n95",Masks
1369,03/11/202015:46:41,03/21/202016:54:43,KingSeattle,KCCF,PH­202031115764PH­202031115764,WA­202031115764,,"Mask, N95 /Gown,Disposable",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-11,2020-03-21,"gown,disposable",Gowns
1370,03/12/202009:01:30,03/21/202016:54:42,KingWoodinville,King CountyFire District#36,WO2020­02WO2020­02,WA­20203129464,,"Shield,Face /Gown,disposable /Mask,Procedure /BVM HeppaFilters",IncidentStabilization,County,Accepted,Completed,Logistics Section,2020-03-12,2020-03-21,"shield,face",
1370,03/12/202009:01:30,03/21/202016:54:42,KingWoodinville,King CountyFire District#36,WO2020­02WO2020­02,WA­20203129464,,"Shield,Face /Gown,disposable /Mask,Procedure /BVM HeppaFilters",IncidentStabilization,County,Accepted,Completed,Logistics Section,2020-03-12,2020-03-21,"gown,disposable",Gowns
1370,03/12/202009:01:30,03/21/202016:54:42,KingWoodinville,King CountyFire District#36,WO2020­02WO2020­02,WA­20203129464,,"Shield,Face /Gown,disposable /Mask,Procedure /BVM HeppaFilters",IncidentStabilization,County,Accepted,Completed,Logistics Section,2020-03-12,2020-03-21,"mask,procedure",Masks
1370,03/12/202009:01:30,03/21/202016:54:42,KingWoodinville,King CountyFire District#36,WO2020­02WO2020­02,WA­20203129464,,"Shield,Face /Gown,disposable /Mask,Procedure /BVM HeppaFilters",IncidentStabilization,County,Accepted,Completed,Logistics Section,2020-03-12,2020-03-21,bvm heppafilters,
1372,03/18/202014:10:19,03/21/202016:54:31,Walla WallaCollegePlace,BrookdaleSeniorLiving,318001,WA­202031814766,,"Mask,Procedural",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,"mask,procedural",Masks
1373,03/14/202018:44:18,03/21/202016:54:30,KingRedmond,SwedishRedmondMedicalCenter,"PH­202031418859,RR 287KC­202031418859",WA­202031418859,,"mask, N95 /mask N95filter / maskN95 respiratorTB / mask,isolation /mask,surgicalfluidshield /mask nofogwith shield /mask anti fog/ mask,surgical sosoft / shield,face guardgown,isolation XL /gloves, examLG, XLG,MED, SM,XSM (Don'tremove: RR287)",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,"mask, n95",Masks
1373,03/14/202018:44:18,03/21/202016:54:30,KingRedmond,SwedishRedmondMedicalCenter,"PH­202031418859,RR 287KC­202031418859",WA­202031418859,,"mask, N95 /mask N95filter / maskN95 respiratorTB / mask,isolation /mask,surgicalfluidshield /mask nofogwith shield /mask anti fog/ mask,surgical sosoft / shield,face guardgown,isolation XL /gloves, examLG, XLG,MED, SM,XSM (Don'tremove: RR287)",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,mask n95filter,Masks
1373,03/14/202018:44:18,03/21/202016:54:30,KingRedmond,SwedishRedmondMedicalCenter,"PH­202031418859,RR 287KC­202031418859",WA­202031418859,,"mask, N95 /mask N95filter / maskN95 respiratorTB / mask,isolation /mask,surgicalfluidshield /mask nofogwith shield /mask anti fog/ mask,surgical sosoft / shield,face guardgown,isolation XL /gloves, examLG, XLG,MED, SM,XSM (Don'tremove: RR287)",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,maskn95 respiratortb,Masks
1373,03/14/202018:44:18,03/21/202016:54:30,KingRedmond,SwedishRedmondMedicalCenter,"PH­202031418859,RR 287KC­202031418859",WA­202031418859,,"mask, N95 /mask N95filter / maskN95 respiratorTB / mask,isolation /mask,surgicalfluidshield /mask nofogwith shield /mask anti fog/ mask,surgical sosoft / shield,face guardgown,isolation XL /gloves, examLG, XLG,MED, SM,XSM (Don'tremove: RR287)",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,"mask,isolation",Masks
1373,03/14/202018:44:18,03/21/202016:54:30,KingRedmond,SwedishRedmondMedicalCenter,"PH­202031418859,RR 287KC­202031418859",WA­202031418859,,"mask, N95 /mask N95filter / maskN95 respiratorTB / mask,isolation /mask,surgicalfluidshield /mask nofogwith shield /mask anti fog/ mask,surgical sosoft / shield,face guardgown,isolation XL /gloves, examLG, XLG,MED, SM,XSM (Don'tremove: RR287)",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,"mask,surgicalfluidshield",Masks
1373,03/14/202018:44:18,03/21/202016:54:30,KingRedmond,SwedishRedmondMedicalCenter,"PH­202031418859,RR 287KC­202031418859",WA­202031418859,,"mask, N95 /mask N95filter / maskN95 respiratorTB / mask,isolation /mask,surgicalfluidshield /mask nofogwith shield /mask anti fog/ mask,surgical sosoft / shield,face guardgown,isolation XL /gloves, examLG, XLG,MED, SM,XSM (Don'tremove: RR287)",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,mask nofogwith shield,Masks
1373,03/14/202018:44:18,03/21/202016:54:30,KingRedmond,SwedishRedmondMedicalCenter,"PH­202031418859,RR 287KC­202031418859",WA­202031418859,,"mask, N95 /mask N95filter / maskN95 respiratorTB / mask,isolation /mask,surgicalfluidshield /mask nofogwith shield /mask anti fog/ mask,surgical sosoft / shield,face guardgown,isolation XL /gloves, examLG, XLG,MED, SM,XSM (Don'tremove: RR287)",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,mask anti fog,Masks
1373,03/14/202018:44:18,03/21/202016:54:30,KingRedmond,SwedishRedmondMedicalCenter,"PH­202031418859,RR 287KC­202031418859",WA­202031418859,,"mask, N95 /mask N95filter / maskN95 respiratorTB / mask,isolation /mask,surgicalfluidshield /mask nofogwith shield /mask anti fog/ mask,surgical sosoft / shield,face guardgown,isolation XL /gloves, examLG, XLG,MED, SM,XSM (Don'tremove: RR287)",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,"mask,surgical sosoft",Masks
1373,03/14/202018:44:18,03/21/202016:54:30,KingRedmond,SwedishRedmondMedicalCenter,"PH­202031418859,RR 287KC­202031418859",WA­202031418859,,"mask, N95 /mask N95filter / maskN95 respiratorTB / mask,isolation /mask,surgicalfluidshield /mask nofogwith shield /mask anti fog/ mask,surgical sosoft / shield,face guardgown,isolation XL /gloves, examLG, XLG,MED, SM,XSM (Don'tremove: RR287)",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,"shield,face guardgown,isolation xl",Gowns
1373,03/14/202018:44:18,03/21/202016:54:30,KingRedmond,SwedishRedmondMedicalCenter,"PH­202031418859,RR 287KC­202031418859",WA­202031418859,,"mask, N95 /mask N95filter / maskN95 respiratorTB / mask,isolation /mask,surgicalfluidshield /mask nofogwith shield /mask anti fog/ mask,surgical sosoft / shield,face guardgown,isolation XL /gloves, examLG, XLG,MED, SM,XSM (Don'tremove: RR287)",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-14,2020-03-21,"gloves, examlg, xlg,med, sm,xsm (don'tremove: rr287)",Gloves
1374,03/16/202010:45:45,03/21/202016:54:30,KingSeattle,Park PlaceAssistedLiving,"PH­202031610235,RR 298KC­202031610235",WA­202031610235,,"RR 298 ­gown,dispoable /mask, N95 /goggles /gloves",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-16,2020-03-21,"rr 298 ­gown,dispoable",Gowns
1374,03/16/202010:45:45,03/21/202016:54:30,KingSeattle,Park PlaceAssistedLiving,"PH­202031610235,RR 298KC­202031610235",WA­202031610235,,"RR 298 ­gown,dispoable /mask, N95 /goggles /gloves",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-16,2020-03-21,"mask, n95",Masks
1374,03/16/202010:45:45,03/21/202016:54:30,KingSeattle,Park PlaceAssistedLiving,"PH­202031610235,RR 298KC­202031610235",WA­202031610235,,"RR 298 ­gown,dispoable /mask, N95 /goggles /gloves",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-16,2020-03-21,goggles,Goggles/Glasses
1374,03/16/202010:45:45,03/21/202016:54:30,KingSeattle,Park PlaceAssistedLiving,"PH­202031610235,RR 298KC­202031610235",WA­202031610235,,"RR 298 ­gown,dispoable /mask, N95 /goggles /gloves",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-16,2020-03-21,gloves,Gloves
1375,02/03/202018:09:37,03/21/202016:54:24,KingShoreline,WA DOH Lab,NCOV0230,WA­20202318113,,Task ForceLeader,IncidentStabilization,State,Cancelled,Cancelled,Operations Section,2020-02-03,2020-03-21,task forceleader,
1376,03/12/202010:57:31,03/21/202016:54:12,KingSeattle,NeighborcareHealth,PH­202031210245PH­202031210245,WA­202031210245,,"T3 / Mask,Procedure,Child / Mask,Surgical,Large /Gown,Disposable",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-12,2020-03-21,t3,
1376,03/12/202010:57:31,03/21/202016:54:12,KingSeattle,NeighborcareHealth,PH­202031210245PH­202031210245,WA­202031210245,,"T3 / Mask,Procedure,Child / Mask,Surgical,Large /Gown,Disposable",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-12,2020-03-21,"mask,procedure,child",Masks
1376,03/12/202010:57:31,03/21/202016:54:12,KingSeattle,NeighborcareHealth,PH­202031210245PH­202031210245,WA­202031210245,,"T3 / Mask,Procedure,Child / Mask,Surgical,Large /Gown,Disposable",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-12,2020-03-21,"mask,surgical,large",Masks
1376,03/12/202010:57:31,03/21/202016:54:12,KingSeattle,NeighborcareHealth,PH­202031210245PH­202031210245,WA­202031210245,,"T3 / Mask,Procedure,Child / Mask,Surgical,Large /Gown,Disposable",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-12,2020-03-21,"gown,disposable",Gowns
1377,03/08/202009:17:49,03/21/202016:54:12,KingSeattle,SeattlePremierHealth,PH­2020389565PH­2020389565,WA­2020389565,,"Mask, N95 /Mask,Procedure /Gown,Disposable",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-08,2020-03-21,"mask, n95",Masks
1377,03/08/202009:17:49,03/21/202016:54:12,KingSeattle,SeattlePremierHealth,PH­2020389565PH­2020389565,WA­2020389565,,"Mask, N95 /Mask,Procedure /Gown,Disposable",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-08,2020-03-21,"mask,procedure",Masks
1377,03/08/202009:17:49,03/21/202016:54:12,KingSeattle,SeattlePremierHealth,PH­2020389565PH­2020389565,WA­2020389565,,"Mask, N95 /Mask,Procedure /Gown,Disposable",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-08,2020-03-21,"gown,disposable",Gowns
1378,03/04/202010:15:18,03/21/202018:16:23,SpokaneSpokane,Holy FamilyHospital,HF­004,WA­20203410905,,"wipes,disinfecting",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-04,2020-03-21,"wipes,disinfecting",Disinfectant/Sanitizer
1379,03/04/202009:32:09,03/21/202018:16:13,SpokaneSpokane,Sacred Heart,SH­001,WA­2020349997,,HandSanitizer,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-04,2020-03-21,handsanitizer,Disinfectant/Sanitizer
1380,03/19/202015:49:40,03/21/202018:16:01,SpokaneSpokane,Sacred HeartMedical Center,SHMC­All­0019,WA­202031915366,,SurgicalMasks NoFog,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-19,2020-03-21,surgicalmasks nofog,Masks
1381,03/19/202015:47:28,03/21/202018:15:52,SpokaneSpokane,Sacred HeartMedical Center,WA­202031915211SHMC­All­0018,WA­202031915211,,"Gloves,Nitrile,300cases / NitrileGloves",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-19,2020-03-21,"gloves,nitrile,300cases",Gloves
1381,03/19/202015:47:28,03/21/202018:15:52,SpokaneSpokane,Sacred HeartMedical Center,WA­202031915211SHMC­All­0018,WA­202031915211,,"Gloves,Nitrile,300cases / NitrileGloves",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-19,2020-03-21,nitrilegloves,Gloves
1382,03/19/202015:29:09,03/21/202018:15:13,SpokaneSpokane,Sacred HeartMedical Center,WA­202031915155SHMC­All­0012,WA­202031915155,,"Shield, face, /Face Shield",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-19,2020-03-21,"shield, face,",Face Shield
